trans_id,prod_upc,cust_id,trans_timestamp,trans_year,trans_month,trans_day,trans_hour,trans_quantity,cust_age,cust_state,prod_price,prod_title,prod_category,prod_animal_type,prod_size,total_sales
10301611,521244155990,1002397,2021-02-13 11:22:24.870055,2021,2,13,13,1,28,Maryland,54.95,Reddy Beddy,bedding,dog,small,0
10310211,100469015054,1005670,2021-04-26 12:26:55.431893,2021,4,26,26,1,24,New York,18.95,Tuna Tasties,treat,cat,,0
10314912,904582148679,1013248,2021-05-18 10:26:31.032374,2021,5,18,18,1,46,New York,12.97,Whole Chemistry Recipe,food,dog,small,0
10303736,287663658863,1004253,2021-03-11 08:10:20.957268,2021,3,11,11,1,39,Massachusetts,9.95,All Veggie Yummies,treat,dog,,0
10306663,845773115334,1006746,2021-04-05 10:30:48.744210,2021,4,5,5,1,32,New Jersey,12.99,Purr Mix,food,cat,,0
10304523,719638485153,1004933,2021-03-19 13:14:41.122571,2021,3,19,19,4,27,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10301530,425361189561,1002323,2021-02-11 11:48:49.973370,2021,2,11,11,1,20,Washington,15.99,Snack-em Fish,treat,cat,,0
10304244,242313721729,1004693,2021-03-16 12:10:49.741864,2021,3,16,16,2,34,Pennsylvania,65.99,Reddy Beddy,bedding,dog,large,0
10310814,344538897332,1010081,2021-04-29 10:01:33.978111,2021,4,29,29,1,34,New Jersey,19.99,Feline Fix Mix,treat,cat,,0
10313763,969568933713,1002694,2021-05-13 12:31:45.734736,2021,5,13,13,1,28,Connecticut,32.99,Foozy Mouse,toy,cat,,0
10308144,575410882303,1004895,2021-04-14 08:42:45.473501,2021,4,14,14,3,33,California,21.95,Chomp-a Plush,toy,dog,,0
10301974,719638485153,1002683,2021-02-19 10:13:08.262812,2021,2,19,19,1,27,New Jersey,72.99,Cat Cave,bedding,cat,,0
10313072,575410882303,1011856,2021-05-10 09:44:25.128441,2021,5,10,10,1,28,New Jersey,21.95,Chomp-a Plush,toy,dog,,0
10313721,344934101144,1012351,2021-05-13 09:38:23.470864,2021,5,13,13,1,30,New Jersey,24.95,Fetch Blaster,toy,dog,,0
10300507,719638485153,1001397,2021-01-21 11:54:45.438242,2021,1,21,21,2,23,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10309292,621046126170,1008757,2021-04-21 14:35:34.564035,2021,4,21,21,1,29,New York,22.99,Tug-a-Back,toy,dog,,0
10302584,73201504044,1001515,2021-02-27 10:44:20.018646,2021,2,27,27,2,32,New Jersey,18.95,Purrfect Puree,treat,cat,,0
10312701,441530839394,1011569,2021-05-08 10:09:21.133308,2021,5,8,8,2,27,New Jersey,28.45,Ball and String,toy,cat,,0
10305070,100469015054,1002081,2021-03-24 09:16:41.593311,2021,3,24,24,2,26,New Jersey,18.95,Tuna Tasties,treat,cat,,0
10302350,469757173540,1003056,2021-02-24 12:59:33.965672,2021,2,24,24,1,27,Georgia,35.99,Kitty Climber,toy,cat,,0
10308974,73201504044,1008636,2021-04-19 11:00:27.675468,2021,4,19,19,1,32,Colorado,18.95,Purrfect Puree,treat,cat,,0
10317201,719638485153,1014888,2021-05-27 11:59:13.731758,2021,5,27,27,3,32,New York,72.99,Cat Cave,bedding,cat,,0
10317346,374613020864,1014993,2021-05-28 09:46:37.029987,2021,5,28,28,1,22,Pennsylvania,10.97,Chewie Dental,treat,dog,,0
10300402,425361189561,1001302,2021-01-18 13:39:14.975588,2021,1,18,18,1,19,Pennsylvania,15.99,Snack-em Fish,treat,cat,,0
10301884,374613020864,1001324,2021-02-17 09:50:47.366715,2021,2,17,17,1,26,Pennsylvania,10.97,Chewie Dental,treat,dog,,0
10303265,344934101144,1003854,2021-03-07 10:29:38.417454,2021,3,7,7,1,26,New York,24.95,Fetch Blaster,toy,dog,,0
10308521,719638485153,1001181,2021-04-16 10:55:21.025634,2021,4,16,16,1,22,New York,72.99,Cat Cave,bedding,cat,,0
10316968,521244155990,1014728,2021-05-26 10:46:25.982772,2021,5,26,26,2,45,Florida,54.95,Reddy Beddy,bedding,dog,small,0
10305477,719638485153,1003064,2021-03-27 10:44:14.050113,2021,3,27,27,1,45,New Jersey,72.99,Cat Cave,bedding,cat,,0
10308693,845773115334,1008412,2021-04-17 09:16:17.609819,2021,4,17,17,2,32,Texas,12.99,Purr Mix,food,cat,,0
10308150,483326155497,1007977,2021-04-14 12:45:32.082588,2021,4,14,14,1,26,Missouri,10.99,The New Bone,food,dog,large,0
10303378,733426809698,1002276,2021-03-08 10:26:02.592247,2021,3,8,8,1,20,South Dakota,18.95,Yum Fish-Dish,food,cat,,0
10304190,469757173540,1004646,2021-03-16 09:48:14.355849,2021,3,16,16,2,30,Connecticut,35.99,Kitty Climber,toy,cat,,0
10314717,469757173540,1013100,2021-05-17 09:11:31.225311,2021,5,17,17,1,38,Pennsylvania,35.99,Kitty Climber,toy,cat,,0
10304597,140160459467,1005000,2021-03-19 11:36:09.432013,2021,3,19,19,1,28,Alabama,48.95,Snoozer Essentails,bedding,dog,,0
10302122,140160459467,1002853,2021-02-21 10:43:40.967110,2021,2,21,21,1,21,Pennsylvania,48.95,Snoozer Essentails,bedding,dog,,0
10315121,733426809698,1013401,2021-05-19 13:46:14.034645,2021,5,19,19,5,42,New York,18.95,Yum Fish-Dish,food,cat,,0
10308284,832878954342,1006803,2021-04-15 10:42:58.049720,2021,4,15,15,2,24,New York,45.99,Snoozer Hammock,bedding,cat,,0
10305421,242313721729,1005706,2021-03-26 09:06:53.377262,2021,3,26,26,1,22,Pennsylvania,65.99,Reddy Beddy,bedding,dog,large,0
10312002,344538897332,1011022,2021-05-05 11:02:57.860566,2021,5,5,5,1,43,Pennsylvania,19.99,Feline Fix Mix,treat,cat,,0
10305886,717036112695,1006100,2021-03-30 10:11:57.025411,2021,3,30,30,1,24,New York,60.99,Reddy Beddy,bedding,dog,medium,0
10316214,100469015054,1008497,2021-05-23 08:33:46.402255,2021,5,23,23,2,21,New York,18.95,Tuna Tasties,treat,cat,,0
10308672,733426809698,1005183,2021-04-17 12:10:14.007007,2021,4,17,17,1,28,New York,18.95,Yum Fish-Dish,food,cat,,0
10310548,469757173540,1009875,2021-04-28 10:42:45.766213,2021,4,28,28,1,36,Pennsylvania,35.99,Kitty Climber,toy,cat,,0
10306771,904582148679,1006837,2021-04-05 11:10:23.987915,2021,4,5,5,1,28,Kentucky,12.97,Whole Chemistry Recipe,food,dog,small,0
10315265,521244155990,1013513,2021-05-20 10:47:44.133037,2021,5,20,20,1,34,Texas,54.95,Reddy Beddy,bedding,dog,small,0
10307916,344538897332,1007786,2021-04-13 14:10:16.736170,2021,4,13,13,1,41,New York,19.99,Feline Fix Mix,treat,cat,,0
10311991,441530839394,1005043,2021-05-05 09:22:53.160139,2021,5,5,5,1,31,New York,28.45,Ball and String,toy,cat,,0
10311651,469757173540,1010747,2021-05-03 12:10:45.586916,2021,5,3,3,1,43,Arizona,35.99,Kitty Climber,toy,cat,,0
10314995,469757173540,1013309,2021-05-18 11:07:24.599755,2021,5,18,18,5,21,New York,35.99,Kitty Climber,toy,cat,,0
10301695,344538897332,1002470,2021-02-14 12:09:02.994476,2021,2,14,14,1,31,New Jersey,19.99,Feline Fix Mix,treat,cat,,0
10306132,733426809698,1001905,2021-04-01 11:07:53.148949,2021,4,1,1,2,20,Texas,18.95,Yum Fish-Dish,food,cat,,0
10302825,832878954342,1002145,2021-03-02 07:25:58.616251,2021,3,2,2,2,29,Michigan,45.99,Snoozer Hammock,bedding,cat,,0
10308236,441530839394,1003568,2021-04-15 06:24:15.348725,2021,4,15,15,1,30,New York,28.45,Ball and String,toy,cat,,0
10306858,832878954342,1006912,2021-04-06 07:39:44.561362,2021,4,6,6,1,31,New York,45.99,Snoozer Hammock,bedding,cat,,0
10303989,733426809698,1004473,2021-03-14 07:46:57.190721,2021,3,14,14,1,35,New York,18.95,Yum Fish-Dish,food,cat,,0
10313782,521244155990,1012399,2021-05-13 08:50:05.765294,2021,5,13,13,2,21,New York,54.95,Reddy Beddy,bedding,dog,small,0
10302466,717036112695,1003157,2021-02-25 15:09:15.020397,2021,2,25,25,1,36,New York,60.99,Reddy Beddy,bedding,dog,medium,0
10304810,140160459467,1005176,2021-03-21 12:10:12.619049,2021,3,21,21,2,31,New York,48.95,Snoozer Essentails,bedding,dog,,0
10316165,717036112695,1014158,2021-05-23 14:34:37.869266,2021,5,23,23,1,38,New York,60.99,Reddy Beddy,bedding,dog,medium,0
10307385,704772572943,1004645,2021-04-09 10:04:53.092494,2021,4,9,9,1,27,Utah,35.98,Scratchy Post,toy,cat,,0
10300301,344538897332,1001209,2021-01-14 11:41:52.387918,2021,1,14,14,1,39,Connecticut,19.99,Feline Fix Mix,treat,cat,,0
10309851,575410882303,1009345,2021-04-24 09:10:15.828553,2021,4,24,24,3,35,Nebraska,21.95,Chomp-a Plush,toy,dog,,0
10310390,717036112695,1009751,2021-04-27 12:30:53.221767,2021,4,27,27,1,28,Pennsylvania,60.99,Reddy Beddy,bedding,dog,medium,0
10309987,374613020864,1009441,2021-04-24 11:50:27.890346,2021,4,24,24,1,38,Louisiana,10.97,Chewie Dental,treat,dog,,0
10306166,845773115334,1005991,2021-04-01 10:42:43.427508,2021,4,1,1,1,21,Pennsylvania,12.99,Purr Mix,food,cat,,0
10313181,140160459467,1011938,2021-05-11 09:46:02.611632,2021,5,11,11,2,20,Pennsylvania,48.95,Snoozer Essentails,bedding,dog,,0
10300530,904582148679,1001141,2021-01-21 15:24:08.880417,2021,1,21,21,1,26,New York,12.97,Whole Chemistry Recipe,food,dog,small,0
10300596,733426809698,1001479,2021-01-23 10:33:40.607021,2021,1,23,23,1,40,Pennsylvania,18.95,Yum Fish-Dish,food,cat,,0
10306546,832878954342,1006650,2021-04-04 11:39:52.016246,2021,4,4,4,2,50,Delaware,45.99,Snoozer Hammock,bedding,cat,,0
10306584,717036112695,1006680,2021-04-04 13:29:56.330613,2021,4,4,4,1,31,New Jersey,60.99,Reddy Beddy,bedding,dog,medium,0
10315474,441530839394,1008884,2021-05-20 05:17:21.628630,2021,5,20,20,1,24,California,28.45,Ball and String,toy,cat,,0
10300889,242313721729,1001745,2021-01-29 10:02:59.391416,2021,1,29,29,3,23,Texas,65.99,Reddy Beddy,bedding,dog,large,0
10313598,704772572943,1012259,2021-05-12 09:38:16.340378,2021,5,12,12,1,36,Florida,35.98,Scratchy Post,toy,cat,,0
10314078,73201504044,1012623,2021-05-14 09:00:33.898558,2021,5,14,14,2,28,New Jersey,18.95,Purrfect Puree,treat,cat,,0
10302370,621046126170,1003074,2021-02-24 13:26:48.303215,2021,2,24,24,1,24,New York,22.99,Tug-a-Back,toy,dog,,0
10316548,704772572943,1014423,2021-05-25 12:24:40.584085,2021,5,25,25,4,40,New York,35.98,Scratchy Post,toy,cat,,0
10310112,719638485153,1009540,2021-04-25 10:44:01.206497,2021,4,25,25,1,30,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10303261,845773115334,1003850,2021-03-07 10:51:50.921617,2021,3,7,7,1,41,New Jersey,12.99,Purr Mix,food,cat,,0
10314113,969568933713,1012650,2021-05-15 09:59:37.838219,2021,5,15,15,1,27,Arizona,32.99,Foozy Mouse,toy,cat,,0
10307582,100469015054,1007511,2021-04-10 13:23:40.956150,2021,4,10,10,2,25,Pennsylvania,18.95,Tuna Tasties,treat,cat,,0
10311549,832878954342,1010666,2021-05-03 10:30:28.929986,2021,5,3,3,1,30,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,,0
10311411,483326155497,1010557,2021-05-02 13:28:43.282729,2021,5,2,2,1,32,New York,10.99,The New Bone,food,dog,large,0
10300416,845773115334,1001315,2021-01-19 08:34:47.379056,2021,1,19,19,1,36,New Jersey,12.99,Purr Mix,food,cat,,0
10313357,845773115334,1012078,2021-05-11 11:31:54.288552,2021,5,11,11,2,34,New Jersey,12.99,Purr Mix,food,cat,,0
10317555,719638485153,1015141,2021-05-28 11:03:15.302246,2021,5,28,28,1,25,New York,72.99,Cat Cave,bedding,cat,,0
10303643,845773115334,1004173,2021-03-10 11:28:57.755192,2021,3,10,10,1,28,Minnesota,12.99,Purr Mix,food,cat,,0
10305096,904582148679,1005427,2021-03-24 09:18:17.212304,2021,3,24,24,1,20,Idaho,12.97,Whole Chemistry Recipe,food,dog,small,0
10302351,287663658863,1003057,2021-02-24 07:09:08.569241,2021,2,24,24,2,27,Pennsylvania,9.95,All Veggie Yummies,treat,dog,,0
10307417,845773115334,1001453,2021-04-09 08:22:24.730728,2021,4,9,9,1,21,New Jersey,12.99,Purr Mix,food,cat,,0
10310303,100469015054,1009687,2021-04-26 10:09:33.767522,2021,4,26,26,1,31,California,18.95,Tuna Tasties,treat,cat,,0
10316871,904582148679,1014656,2021-05-26 10:46:23.606656,2021,5,26,26,1,22,New Jersey,12.97,Whole Chemistry Recipe,food,dog,small,0
10308391,73201504044,1008175,2021-04-15 10:57:34.237452,2021,4,15,15,1,30,Arkansas,18.95,Purrfect Puree,treat,cat,,0
10313569,344934101144,1003787,2021-05-12 07:12:41.567892,2021,5,12,12,1,38,New York,24.95,Fetch Blaster,toy,dog,,0
10314047,344538897332,1012602,2021-05-14 14:12:46.738116,2021,5,14,14,6,24,Oregon,19.99,Feline Fix Mix,treat,cat,,0
10311134,719638485153,1009137,2021-04-30 08:21:20.240495,2021,4,30,30,1,25,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10305845,100469015054,1006065,2021-03-30 10:33:11.289467,2021,3,30,30,1,41,New York,18.95,Tuna Tasties,treat,cat,,0
10312378,344538897332,1003760,2021-05-07 12:56:06.081919,2021,5,7,7,1,27,New York,19.99,Feline Fix Mix,treat,cat,,0
10307420,287663658863,1007381,2021-04-09 10:21:09.752340,2021,4,9,9,1,21,Texas,9.95,All Veggie Yummies,treat,dog,,0
10301241,242313721729,1002064,2021-02-06 11:58:51.646506,2021,2,6,6,1,33,Kentucky,65.99,Reddy Beddy,bedding,dog,large,0
10314348,719638485153,1012825,2021-05-16 09:58:43.901843,2021,5,16,16,1,21,New York,72.99,Cat Cave,bedding,cat,,0
10300133,717036112695,1001053,2021-01-05 06:50:27.834297,2021,1,5,5,5,24,New York,60.99,Reddy Beddy,bedding,dog,medium,0
10315011,733426809698,1013322,2021-05-19 09:49:19.493283,2021,5,19,19,1,29,Texas,18.95,Yum Fish-Dish,food,cat,,0
10310758,719638485153,1010039,2021-04-29 13:03:31.135429,2021,4,29,29,2,37,New York,72.99,Cat Cave,bedding,cat,,0
