trans_id,prod_upc,cust_id,trans_timestamp,trans_year,trans_month,trans_day,trans_hour,trans_quantity,cust_age,cust_state,prod_price,prod_title,prod_category,prod_animal_type,total_sales
10300154,704772572943,1001073,10:44.1,2021,1,6,6,1,28,Alabama,35.98,Scratchy Post,toy,cat,35.98
10300145,73201504044,1001064,01:52.8,2021,1,6,6,1,34,New York,18.95,Purrfect Puree,treat,cat,18.95
10300151,904582148679,1001070,34:41.9,2021,1,6,6,1,34,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,12.97
10300148,441530839394,1001067,36:05.5,2021,1,6,6,1,26,New York,28.45,Ball and String,toy,cat,28.45
10300139,733426809698,1001040,44:02.7,2021,1,6,6,1,39,Ohio,18.95,Yum Fish-Dish,food,cat,18.95
10300150,719638485153,1001069,51:05.1,2021,1,6,6,1,29,New Jersey,72.99,Cat Cave,bedding,cat,72.99
10300150,425361189561,1001069,51:05.1,2021,1,6,6,1,29,New Jersey,15.99,Snack-em Fish,treat,cat,15.99
10300141,469757173540,1001060,11:45.1,2021,1,6,6,2,30,Pennsylvania,35.99,Kitty Climber,toy,cat,71.98
10300141,969568933713,1001060,11:45.1,2021,1,6,6,1,30,Pennsylvania,32.99,Foozy Mouse,toy,cat,32.99
10300152,140160459467,1001071,20:35.6,2021,1,6,6,1,32,Florida,48.95,Snoozer Essentails,bedding,dog,48.95
10300152,733426809698,1001071,20:35.6,2021,1,6,6,2,32,Florida,18.95,Yum Fish-Dish,food,cat,37.9
10300143,242313721729,1001062,35:58.8,2021,1,6,6,1,22,Maryland,65.99,Reddy Beddy,bedding,dog,65.99
10300143,575410882303,1001062,35:58.8,2021,1,6,6,3,22,Maryland,21.95,Chomp-a Plush,toy,dog,65.85
10300146,344934101144,1001065,44:30.2,2021,1,6,6,3,38,Texas,24.95,Fetch Blaster,toy,dog,74.85
10300155,242313721729,1001074,58:05.9,2021,1,6,6,1,25,New Jersey,65.99,Reddy Beddy,bedding,dog,65.99
10300153,704772572943,1001072,07:08.0,2021,1,6,6,1,26,New Jersey,35.98,Scratchy Post,toy,cat,35.98
10300147,904582148679,1001066,47:14.5,2021,1,6,6,1,28,Texas,12.97,Whole Chemistry Recipe,food,dog,12.97
10300144,733426809698,1001063,07:18.5,2021,1,6,6,1,38,South Carolina,18.95,Yum Fish-Dish,food,cat,18.95
10300144,140160459467,1001063,07:18.5,2021,1,6,6,1,38,South Carolina,48.95,Snoozer Essentails,bedding,dog,48.95
10300144,845773115334,1001063,07:18.5,2021,1,6,6,2,38,South Carolina,12.99,Purr Mix,food,cat,25.98
10300144,832878954342,1001063,07:18.5,2021,1,6,6,1,38,South Carolina,45.99,Snoozer Hammock,bedding,cat,45.99
10300140,832878954342,1001059,29:33.4,2021,1,6,6,3,28,New York,45.99,Snoozer Hammock,bedding,cat,137.97
10300142,719638485153,1001061,00:01.3,2021,1,6,6,2,27,New York,72.99,Cat Cave,bedding,cat,145.98
10300171,287663658863,1001089,39:37.4,2021,1,7,7,1,23,New York,9.95,All Veggie Yummies,treat,dog,9.95
10300170,344538897332,1001088,19:14.0,2021,1,7,7,1,31,New York,19.99,Feline Fix Mix,treat,cat,19.99
10300170,832878954342,1001088,19:14.0,2021,1,7,7,2,31,New York,45.99,Snoozer Hammock,bedding,cat,91.98
10300183,483326155497,1001101,35:08.5,2021,1,7,7,2,35,Pennsylvania,10.99,The New Bone,food,dog,21.98
10300183,374613020864,1001101,35:08.5,2021,1,7,7,1,35,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10300183,845773115334,1001101,35:08.5,2021,1,7,7,2,35,Pennsylvania,12.99,Purr Mix,food,cat,25.98
10300183,425361189561,1001101,35:08.5,2021,1,7,7,1,35,Pennsylvania,15.99,Snack-em Fish,treat,cat,15.99
10300185,344934101144,1001103,33:25.6,2021,1,7,7,1,28,New York,24.95,Fetch Blaster,toy,dog,24.95
10300185,344538897332,1001103,33:25.6,2021,1,7,7,2,28,New York,19.99,Feline Fix Mix,treat,cat,39.98
10300176,575410882303,1001094,40:40.0,2021,1,7,7,1,45,New York,21.95,Chomp-a Plush,toy,dog,21.95
10300164,425361189561,1001082,41:07.4,2021,1,7,7,1,21,California,15.99,Snack-em Fish,treat,cat,15.99
10300181,733426809698,1001099,06:33.6,2021,1,7,7,1,37,Hawaii,18.95,Yum Fish-Dish,food,cat,18.95
10300182,100469015054,1001100,06:49.0,2021,1,7,7,1,28,New Jersey,18.95,Tuna Tasties,treat,cat,18.95
10300182,704772572943,1001100,06:49.0,2021,1,7,7,1,28,New Jersey,35.98,Scratchy Post,toy,cat,35.98
10300169,242313721729,1001087,35:09.1,2021,1,7,7,1,47,New York,65.99,Reddy Beddy,bedding,dog,65.99
10300157,242313721729,1001076,41:54.5,2021,1,7,7,1,21,Pennsylvania,65.99,Reddy Beddy,bedding,dog,65.99
10300157,521244155990,1001076,41:54.5,2021,1,7,7,1,21,Pennsylvania,54.95,Reddy Beddy,bedding,dog,54.95
10300184,469757173540,1001102,39:26.4,2021,1,7,7,1,38,New York,35.99,Kitty Climber,toy,cat,35.99
10300161,441530839394,1001080,43:41.9,2021,1,7,7,3,24,Texas,28.45,Ball and String,toy,cat,85.35
10300162,969568933713,1001081,55:15.8,2021,1,7,7,2,39,Pennsylvania,32.99,Foozy Mouse,toy,cat,65.98
10300162,374613020864,1001081,55:15.8,2021,1,7,7,1,39,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10300166,469757173540,1001084,09:38.5,2021,1,7,7,1,30,New Jersey,35.99,Kitty Climber,toy,cat,35.99
10300166,733426809698,1001084,09:38.5,2021,1,7,7,1,30,New Jersey,18.95,Yum Fish-Dish,food,cat,18.95
10300175,719638485153,1001093,18:02.1,2021,1,7,7,1,26,Pennsylvania,72.99,Cat Cave,bedding,cat,72.99
10300168,904582148679,1001086,20:49.6,2021,1,7,7,1,26,Oklahoma,12.97,Whole Chemistry Recipe,food,dog,12.97
10300187,242313721729,1001105,21:59.5,2021,1,7,7,1,24,Florida,65.99,Reddy Beddy,bedding,dog,65.99
10300172,425361189561,1001090,45:37.2,2021,1,7,7,1,31,Georgia,15.99,Snack-em Fish,treat,cat,15.99
10300174,521244155990,1001092,03:41.8,2021,1,7,7,1,22,Pennsylvania,54.95,Reddy Beddy,bedding,dog,54.95
10300174,832878954342,1001092,03:41.8,2021,1,7,7,1,22,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,45.99
10300174,704772572943,1001092,03:41.8,2021,1,7,7,1,22,Pennsylvania,35.98,Scratchy Post,toy,cat,35.98
10300174,374613020864,1001092,03:41.8,2021,1,7,7,1,22,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10300174,100469015054,1001092,03:41.8,2021,1,7,7,1,22,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10300180,733426809698,1001098,04:31.3,2021,1,7,7,4,24,Texas,18.95,Yum Fish-Dish,food,cat,75.8
10300159,904582148679,1001078,44:50.1,2021,1,7,7,2,31,New York,12.97,Whole Chemistry Recipe,food,dog,25.94
10300165,521244155990,1001083,49:53.5,2021,1,7,7,1,25,New Mexico,54.95,Reddy Beddy,bedding,dog,54.95
10300167,140160459467,1001085,03:52.4,2021,1,7,7,1,22,South Carolina,48.95,Snoozer Essentails,bedding,dog,48.95
10300158,904582148679,1001077,05:19.0,2021,1,7,7,1,46,Texas,12.97,Whole Chemistry Recipe,food,dog,12.97
10300160,242313721729,1001079,24:06.5,2021,1,7,7,3,26,Pennsylvania,65.99,Reddy Beddy,bedding,dog,197.97
10300186,344934101144,1001104,35:37.6,2021,1,7,7,1,45,Texas,24.95,Fetch Blaster,toy,dog,24.95
10300178,344538897332,1001096,58:32.3,2021,1,7,7,1,49,Texas,19.99,Feline Fix Mix,treat,cat,19.99
10300178,441530839394,1001096,58:32.3,2021,1,7,7,2,49,Texas,28.45,Ball and String,toy,cat,56.9
10300173,344934101144,1001091,19:17.2,2021,1,7,7,1,34,New Jersey,24.95,Fetch Blaster,toy,dog,24.95
10300177,73201504044,1001095,44:09.2,2021,1,7,7,2,24,New Jersey,18.95,Purrfect Puree,treat,cat,37.9
10300177,483326155497,1001095,44:09.2,2021,1,7,7,1,24,New Jersey,10.99,The New Bone,food,dog,10.99
10300163,832878954342,1001027,56:17.6,2021,1,7,7,1,29,Indiana,45.99,Snoozer Hammock,bedding,cat,45.99
10300179,904582148679,1001097,47:53.8,2021,1,7,7,1,22,New York,12.97,Whole Chemistry Recipe,food,dog,12.97
10300179,904582148679,1001097,47:53.8,2021,1,7,7,5,22,New York,12.97,Whole Chemistry Recipe,food,dog,64.85
10300189,717036112695,1001107,06:02.6,2021,1,8,8,3,31,Arizona,60.99,Reddy Beddy,bedding,dog,182.97
10300206,374613020864,1001122,18:31.5,2021,1,8,8,1,30,New Jersey,10.97,Chewie Dental,treat,dog,10.97
10300206,845773115334,1001122,18:31.5,2021,1,8,8,1,30,New Jersey,12.99,Purr Mix,food,cat,12.99
10300194,425361189561,1001036,43:45.5,2021,1,8,8,1,27,New York,15.99,Snack-em Fish,treat,cat,15.99
10300192,242313721729,1001110,55:19.0,2021,1,8,8,1,23,New Jersey,65.99,Reddy Beddy,bedding,dog,65.99
10300192,344538897332,1001110,55:19.0,2021,1,8,8,1,23,New Jersey,19.99,Feline Fix Mix,treat,cat,19.99
10300216,521244155990,1001131,29:26.0,2021,1,8,8,1,23,Colorado,54.95,Reddy Beddy,bedding,dog,54.95
10300209,287663658863,1001125,49:41.7,2021,1,8,8,1,38,Pennsylvania,9.95,All Veggie Yummies,treat,dog,9.95
10300209,469757173540,1001125,49:41.7,2021,1,8,8,1,38,Pennsylvania,35.99,Kitty Climber,toy,cat,35.99
10300209,374613020864,1001125,49:41.7,2021,1,8,8,1,38,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10300212,733426809698,1001127,55:56.5,2021,1,8,8,1,24,Indiana,18.95,Yum Fish-Dish,food,cat,18.95
10300212,621046126170,1001127,55:56.5,2021,1,8,8,1,24,Indiana,22.99,Tug-a-Back,toy,dog,22.99
10300212,73201504044,1001127,55:56.5,2021,1,8,8,1,24,Indiana,18.95,Purrfect Puree,treat,cat,18.95
10300190,969568933713,1001108,58:36.7,2021,1,8,8,1,27,New Jersey,32.99,Foozy Mouse,toy,cat,32.99
10300214,704772572943,1001129,03:13.4,2021,1,8,8,1,31,North Carolina,35.98,Scratchy Post,toy,cat,35.98
10300201,344538897332,1001117,22:27.2,2021,1,8,8,1,21,New York,19.99,Feline Fix Mix,treat,cat,19.99
10300213,845773115334,1001128,30:08.1,2021,1,8,8,1,31,New York,12.99,Purr Mix,food,cat,12.99
10300205,287663658863,1001121,46:10.2,2021,1,8,8,1,33,New York,9.95,All Veggie Yummies,treat,dog,9.95
10300205,441530839394,1001121,46:10.2,2021,1,8,8,1,33,New York,28.45,Ball and String,toy,cat,28.45
10300203,521244155990,1001119,52:51.9,2021,1,8,8,2,31,New York,54.95,Reddy Beddy,bedding,dog,109.9
10300195,73201504044,1001112,59:04.6,2021,1,8,8,4,38,Pennsylvania,18.95,Purrfect Puree,treat,cat,75.8
10300208,469757173540,1001124,05:23.1,2021,1,8,8,1,30,Pennsylvania,35.99,Kitty Climber,toy,cat,35.99
10300202,719638485153,1001118,14:38.0,2021,1,8,8,3,24,Pennsylvania,72.99,Cat Cave,bedding,cat,218.97
10300202,441530839394,1001118,14:38.0,2021,1,8,8,1,24,Pennsylvania,28.45,Ball and String,toy,cat,28.45
10300202,904582148679,1001118,14:38.0,2021,1,8,8,1,24,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,12.97
10300188,344538897332,1001106,22:09.4,2021,1,8,8,3,28,New York,19.99,Feline Fix Mix,treat,cat,59.97
10300200,469757173540,1001116,27:34.9,2021,1,8,8,1,39,South Carolina,35.99,Kitty Climber,toy,cat,35.99
10300200,100469015054,1001116,27:34.9,2021,1,8,8,1,39,South Carolina,18.95,Tuna Tasties,treat,cat,18.95
10300200,100469015054,1001116,27:34.9,2021,1,8,8,2,39,South Carolina,18.95,Tuna Tasties,treat,cat,37.9
10300210,733426809698,1001126,44:34.1,2021,1,8,8,2,31,California,18.95,Yum Fish-Dish,food,cat,37.9
10300198,469757173540,1001115,48:14.0,2021,1,8,8,1,25,New York,35.99,Kitty Climber,toy,cat,35.99
10300211,374613020864,1001080,24:12.5,2021,1,8,8,4,24,Texas,10.97,Chewie Dental,treat,dog,43.88
10300207,344934101144,1001123,25:15.9,2021,1,8,8,1,35,New York,24.95,Fetch Blaster,toy,dog,24.95
10300197,969568933713,1001114,27:14.2,2021,1,8,8,1,25,Pennsylvania,32.99,Foozy Mouse,toy,cat,32.99
10300199,469757173540,1001017,46:42.0,2021,1,8,8,1,31,Connecticut,35.99,Kitty Climber,toy,cat,35.99
10300204,242313721729,1001120,41:15.1,2021,1,8,8,2,23,Connecticut,65.99,Reddy Beddy,bedding,dog,131.98
10300204,287663658863,1001120,41:15.1,2021,1,8,8,1,23,Connecticut,9.95,All Veggie Yummies,treat,dog,9.95
10300191,575410882303,1001109,57:47.9,2021,1,8,8,1,19,Pennsylvania,21.95,Chomp-a Plush,toy,dog,21.95
10300193,140160459467,1001111,58:15.6,2021,1,8,8,1,32,New Jersey,48.95,Snoozer Essentails,bedding,dog,48.95
10300215,733426809698,1001130,36:05.3,2021,1,8,8,1,27,California,18.95,Yum Fish-Dish,food,cat,18.95
10300196,969568933713,1001113,36:55.8,2021,1,8,8,1,29,Ohio,32.99,Foozy Mouse,toy,cat,32.99
10300218,521244155990,1001133,06:27.4,2021,1,9,9,1,30,Ohio,54.95,Reddy Beddy,bedding,dog,54.95
10300218,717036112695,1001133,06:27.4,2021,1,9,9,1,30,Ohio,60.99,Reddy Beddy,bedding,dog,60.99
10300230,832878954342,1001144,08:38.5,2021,1,9,9,2,19,New York,45.99,Snoozer Hammock,bedding,cat,91.98
10300229,733426809698,1001143,20:09.9,2021,1,9,9,1,48,New Jersey,18.95,Yum Fish-Dish,food,cat,18.95
10300217,344934101144,1001132,24:05.0,2021,1,9,9,1,22,New York,24.95,Fetch Blaster,toy,dog,24.95
10300224,242313721729,1001139,31:09.0,2021,1,9,9,3,34,New York,65.99,Reddy Beddy,bedding,dog,197.97
10300226,575410882303,1001141,49:40.7,2021,1,9,9,3,26,New York,21.95,Chomp-a Plush,toy,dog,65.85
10300228,242313721729,1001142,01:10.4,2021,1,9,9,1,25,Tennessee,65.99,Reddy Beddy,bedding,dog,65.99
10300228,719638485153,1001142,01:10.4,2021,1,9,9,1,25,Tennessee,72.99,Cat Cave,bedding,cat,72.99
10300228,73201504044,1001142,01:10.4,2021,1,9,9,1,25,Tennessee,18.95,Purrfect Puree,treat,cat,18.95
10300233,521244155990,1001146,19:43.7,2021,1,9,9,1,25,Michigan,54.95,Reddy Beddy,bedding,dog,54.95
10300221,73201504044,1001136,33:41.8,2021,1,9,9,1,35,Connecticut,18.95,Purrfect Puree,treat,cat,18.95
10300222,845773115334,1001137,58:22.6,2021,1,9,9,3,38,Washington,12.99,Purr Mix,food,cat,38.97
10300232,441530839394,1001145,04:19.2,2021,1,9,9,1,24,Texas,28.45,Ball and String,toy,cat,28.45
10300225,717036112695,1001140,37:05.9,2021,1,9,9,1,27,Pennsylvania,60.99,Reddy Beddy,bedding,dog,60.99
10300227,73201504044,1001062,37:14.0,2021,1,9,9,1,22,Maryland,18.95,Purrfect Puree,treat,cat,18.95
10300227,575410882303,1001062,37:14.0,2021,1,9,9,1,22,Maryland,21.95,Chomp-a Plush,toy,dog,21.95
10300231,100469015054,1001112,27:51.4,2021,1,9,9,2,38,Pennsylvania,18.95,Tuna Tasties,treat,cat,37.9
10300220,441530839394,1001135,32:27.4,2021,1,9,9,1,27,Connecticut,28.45,Ball and String,toy,cat,28.45
10300219,832878954342,1001134,33:00.8,2021,1,9,9,1,30,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,45.99
10300223,140160459467,1001138,36:31.8,2021,1,9,9,1,30,New York,48.95,Snoozer Essentails,bedding,dog,48.95
10300238,575410882303,1001150,05:25.2,2021,1,10,10,1,21,Oregon,21.95,Chomp-a Plush,toy,dog,21.95
10300235,904582148679,1001014,30:50.3,2021,1,10,10,1,32,North Carolina,12.97,Whole Chemistry Recipe,food,dog,12.97
10300242,344538897332,1001154,54:42.8,2021,1,10,10,1,44,New Jersey,19.99,Feline Fix Mix,treat,cat,19.99
10300241,344934101144,1001153,14:02.9,2021,1,10,10,2,41,Pennsylvania,24.95,Fetch Blaster,toy,dog,49.9
10300237,904582148679,1001149,45:51.8,2021,1,10,10,2,28,Connecticut,12.97,Whole Chemistry Recipe,food,dog,25.94
10300237,845773115334,1001149,45:51.8,2021,1,10,10,1,28,Connecticut,12.99,Purr Mix,food,cat,12.99
10300243,469757173540,1001155,56:47.0,2021,1,10,10,2,31,Connecticut,35.99,Kitty Climber,toy,cat,71.98
10300244,483326155497,1001156,09:33.2,2021,1,10,10,1,20,New York,10.99,The New Bone,food,dog,10.99
10300236,242313721729,1001148,32:44.7,2021,1,10,10,1,24,Tennessee,65.99,Reddy Beddy,bedding,dog,65.99
10300234,733426809698,1001147,19:46.9,2021,1,10,10,1,36,Louisiana,18.95,Yum Fish-Dish,food,cat,18.95
10300239,140160459467,1001151,35:59.5,2021,1,10,10,1,23,New Jersey,48.95,Snoozer Essentails,bedding,dog,48.95
10300239,242313721729,1001151,35:59.5,2021,1,10,10,1,23,New Jersey,65.99,Reddy Beddy,bedding,dog,65.99
10300240,344934101144,1001152,55:25.6,2021,1,10,10,1,40,New Jersey,24.95,Fetch Blaster,toy,dog,24.95
10300246,845773115334,1001158,26:18.1,2021,1,11,11,1,36,New Jersey,12.99,Purr Mix,food,cat,12.99
10300247,287663658863,1001159,51:37.6,2021,1,11,11,2,35,Illinois,9.95,All Veggie Yummies,treat,dog,19.9
10300248,242313721729,1001160,54:35.1,2021,1,11,11,1,29,New York,65.99,Reddy Beddy,bedding,dog,65.99
10300248,521244155990,1001160,54:35.1,2021,1,11,11,1,29,New York,54.95,Reddy Beddy,bedding,dog,54.95
10300245,344538897332,1001157,40:44.6,2021,1,11,11,1,25,New York,19.99,Feline Fix Mix,treat,cat,19.99
10300245,441530839394,1001157,40:44.6,2021,1,11,11,4,25,New York,28.45,Ball and String,toy,cat,113.8
10300251,100469015054,1001163,24:18.6,2021,1,12,12,2,29,Pennsylvania,18.95,Tuna Tasties,treat,cat,37.9
10300263,73201504044,1001173,57:09.1,2021,1,12,12,1,21,New York,18.95,Purrfect Puree,treat,cat,18.95
10300252,344538897332,1001051,35:29.3,2021,1,12,12,1,26,Connecticut,19.99,Feline Fix Mix,treat,cat,19.99
10300252,344934101144,1001051,35:29.3,2021,1,12,12,2,26,Connecticut,24.95,Fetch Blaster,toy,dog,49.9
10300249,73201504044,1001161,00:52.5,2021,1,12,12,2,21,California,18.95,Purrfect Puree,treat,cat,37.9
10300249,621046126170,1001161,00:52.5,2021,1,12,12,1,21,California,22.99,Tug-a-Back,toy,dog,22.99
10300249,719638485153,1001161,00:52.5,2021,1,12,12,1,21,California,72.99,Cat Cave,bedding,cat,72.99
10300249,717036112695,1001161,00:52.5,2021,1,12,12,1,21,California,60.99,Reddy Beddy,bedding,dog,60.99
10300258,469757173540,1001169,03:11.0,2021,1,12,12,1,22,Utah,35.99,Kitty Climber,toy,cat,35.99
