Date,Order_Number,Customer_ID,Product_Name,SKU,Price,Quantity,Product_Category,Product_Line
7/13/2020,DK3-4243-1571-9998,500e6e76-12e9-425c-aaee-3a5f16153a55,Whole Chemistry Recipe,6K4AUUS730,18.53,1,food,dog
7/13/2020,DK3-4243-1571-9998,500e6e76-12e9-425c-aaee-3a5f16153a55,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
7/13/2020,DK3-4243-1571-9998,500e6e76-12e9-425c-aaee-3a5f16153a55,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
3/29/2021,X81-4425-1347-6917,393315d1-b421-45b5-8c39-fcc87f0e24e3,Kitty Climber,W86BRJ9SSG,39.32,3,toy,cat
7/8/2020,2Q2-2816-3649-6165,4ed15c17-7316-4dd3-bf81-082a9d513a98,Snoozer Essentails,GABWVMEL2R,28.04,1,bedding,dog
7/8/2020,2Q2-2816-3649-6165,4ed15c17-7316-4dd3-bf81-082a9d513a98,Reddy Beddy,KDTMPSBZKZ,13.84,3,bedding,dog
7/8/2020,2Q2-2816-3649-6165,4ed15c17-7316-4dd3-bf81-082a9d513a98,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
7/8/2020,2Q2-2816-3649-6165,4ed15c17-7316-4dd3-bf81-082a9d513a98,Cat Cave,058G0P7V60,29.66,3,bedding,cat
4/3/2019,8MP-5727-1191-9565,e0c37966-51e0-4ec5-ad6c-18cd9239f0b9,Ball and String,1W0N5O3XOD,16.71,2,toy,cat
4/3/2019,8MP-5727-1191-9565,e0c37966-51e0-4ec5-ad6c-18cd9239f0b9,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
4/3/2019,8MP-5727-1191-9565,e0c37966-51e0-4ec5-ad6c-18cd9239f0b9,New Dish,NYW2F6CPBY,17.16,1,food,dog
3/29/2019,69B-8579-7900-1555,3ad0be32-a421-494e-a800-5300e9e3ef82,Yum Fish-Dish,GZCJZ3ET04,30.63,3,food,cat
3/29/2019,69B-8579-7900-1555,3ad0be32-a421-494e-a800-5300e9e3ef82,Tug-a-Back,IZBHF5KR79,21.82,3,toy,dog
3/29/2019,69B-8579-7900-1555,3ad0be32-a421-494e-a800-5300e9e3ef82,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
1/20/2020,1B3-9871-3756-4318,1c4ba1e3-2bbd-4ca9-978a-7f7cb2a0cf89,Scratchy Post,MPH6SCD7UT,26.95,1,toy,cat
5/25/2019,HDN-3823-6953-9850,49d51a2d-83d1-43eb-a856-37ba73cff852,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
5/25/2019,HDN-3823-6953-9850,49d51a2d-83d1-43eb-a856-37ba73cff852,Yum Fish-Dish,GZCJZ3ET04,30.63,2,food,cat
5/25/2019,HDN-3823-6953-9850,49d51a2d-83d1-43eb-a856-37ba73cff852,Cat Cave,058G0P7V60,29.66,3,bedding,cat
5/25/2019,HDN-3823-6953-9850,49d51a2d-83d1-43eb-a856-37ba73cff852,Fetch Blaster,M291KHJ4LW,29.47,3,toy,dog
4/22/2020,D3I-6237-1649-0772,63e730a0-ff05-495e-a420-34063b66cfd0,Purrfect Puree,28LQOI0LSK,19.96,3,treat,cat
4/22/2020,D3I-6237-1649-0772,63e730a0-ff05-495e-a420-34063b66cfd0,Snack-em Fish,ORGRBTIKZR,15.34,1,treat,cat
5/30/2021,168-5281-8198-9828,ed87c7fa-6d0d-472e-90a3-7f84260a7582,New Dish,NYW2F6CPBY,17.16,1,food,dog
5/30/2021,168-5281-8198-9828,ed87c7fa-6d0d-472e-90a3-7f84260a7582,Snoozer Hammock,V4B4RNS3ZP,34.38,1,bedding,cat
5/30/2021,168-5281-8198-9828,ed87c7fa-6d0d-472e-90a3-7f84260a7582,Reddy Beddy,KDTMPSBZKZ,13.84,3,bedding,dog
5/30/2021,168-5281-8198-9828,ed87c7fa-6d0d-472e-90a3-7f84260a7582,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
10/17/2019,FR6-5664-5894-3589,00c30446-d919-4705-8348-72c830daecc1,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
10/17/2019,FR6-5664-5894-3589,00c30446-d919-4705-8348-72c830daecc1,Chewie Dental,CG3531YP08,38.17,1,treat,dog
10/17/2019,FR6-5664-5894-3589,00c30446-d919-4705-8348-72c830daecc1,Chomp-a Plush,3HDX5H4WTM,39.24,1,toy,dog
10/17/2019,FR6-5664-5894-3589,00c30446-d919-4705-8348-72c830daecc1,Whole Chemistry Recipe,6K4AUUS730,18.53,2,food,dog
10/17/2019,FR6-5664-5894-3589,00c30446-d919-4705-8348-72c830daecc1,Tug-a-Back,IZBHF5KR79,21.82,3,toy,dog
10/13/2019,EKY-4300-1138-1935,50c82438-fe35-4d35-ad7f-fa8316d1ed40,Snack-em Fish,ORGRBTIKZR,15.34,3,treat,cat
10/13/2019,EKY-4300-1138-1935,50c82438-fe35-4d35-ad7f-fa8316d1ed40,Snoozer Essentails,GABWVMEL2R,28.04,2,bedding,dog
7/13/2020,P2K-2882-7240-4328,a39610d1-88c4-4bbf-8140-8ff07fb6b20a,Purrfect Puree,28LQOI0LSK,19.96,2,treat,cat
7/13/2020,P2K-2882-7240-4328,a39610d1-88c4-4bbf-8140-8ff07fb6b20a,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
7/13/2020,P2K-2882-7240-4328,a39610d1-88c4-4bbf-8140-8ff07fb6b20a,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
7/13/2020,P2K-2882-7240-4328,a39610d1-88c4-4bbf-8140-8ff07fb6b20a,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
7/13/2020,P2K-2882-7240-4328,a39610d1-88c4-4bbf-8140-8ff07fb6b20a,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
8/5/2019,JIM-5710-5160-8495,a14b1b75-f1c7-4160-b9c9-71525aec0105,Tug-a-Back,IZBHF5KR79,21.82,3,toy,dog
8/5/2019,JIM-5710-5160-8495,a14b1b75-f1c7-4160-b9c9-71525aec0105,Reddy Beddy,DJWE1V9LZK,23.07,1,bedding,dog
8/5/2019,JIM-5710-5160-8495,a14b1b75-f1c7-4160-b9c9-71525aec0105,New Dish,NYW2F6CPBY,17.16,3,food,dog
7/30/2019,TSN-8995-1158-5148,bddb4991-fd48-4fa6-afff-ebd0c3c8cf5f,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
2/7/2020,DA3-5179-9676-9385,c49dced9-6247-480d-bd32-bd0c22a12dd3,Cat Cave,058G0P7V60,29.66,1,bedding,cat
2/7/2020,DA3-5179-9676-9385,c49dced9-6247-480d-bd32-bd0c22a12dd3,Purrfect Puree,28LQOI0LSK,19.96,3,treat,cat
2/7/2020,DA3-5179-9676-9385,c49dced9-6247-480d-bd32-bd0c22a12dd3,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
8/10/2020,GI4-1468-5978-1334,a45b7d60-0165-42b3-b21d-6ff3f8d7cb79,Fetch Blaster,M291KHJ4LW,29.47,3,toy,dog
8/10/2020,GI4-1468-5978-1334,a45b7d60-0165-42b3-b21d-6ff3f8d7cb79,Snoozer Essentails,GABWVMEL2R,28.04,2,bedding,dog
8/10/2020,GI4-1468-5978-1334,a45b7d60-0165-42b3-b21d-6ff3f8d7cb79,Ball and String,1W0N5O3XOD,16.71,3,toy,cat
8/10/2020,GI4-1468-5978-1334,a45b7d60-0165-42b3-b21d-6ff3f8d7cb79,Reddy Beddy,KDTMPSBZKZ,13.84,3,bedding,dog
11/24/2019,577-9396-0451-3271,bfbea7c8-8041-416a-813c-d7d061821abc,Purr Mix,O5FYJLBE0H,24.53,3,food,cat
11/24/2019,577-9396-0451-3271,bfbea7c8-8041-416a-813c-d7d061821abc,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
11/24/2019,577-9396-0451-3271,bfbea7c8-8041-416a-813c-d7d061821abc,Chewie Dental,CG3531YP08,38.17,3,treat,dog
7/27/2021,LLB-8640-6175-5058,df498190-972f-4355-ad76-3eb75a3a7ab5,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
2/17/2020,F94-0552-7171-0358,cbbbf8f7-6f1f-4cfe-97c3-5a79ba099689,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
5/9/2021,D4G-1596-4874-6181,6b8d2725-62d7-48a6-86ff-e429d6051794,Feline Fix Mix,RKAPY3I1TP,39.55,3,treat,cat
5/9/2021,D4G-1596-4874-6181,6b8d2725-62d7-48a6-86ff-e429d6051794,Snoozer Hammock,V4B4RNS3ZP,34.38,3,bedding,cat
5/9/2021,D4G-1596-4874-6181,6b8d2725-62d7-48a6-86ff-e429d6051794,Scratchy Post,MPH6SCD7UT,26.95,3,toy,cat
6/2/2021,7KR-3103-8019-3742,4dd660fb-9365-4744-a629-56dbd1deb091,Reddy Beddy,I2GQUNYDXW,36.3,3,bedding,dog
6/2/2021,7KR-3103-8019-3742,4dd660fb-9365-4744-a629-56dbd1deb091,Fetch Blaster,M291KHJ4LW,29.47,3,toy,dog
6/2/2021,7KR-3103-8019-3742,4dd660fb-9365-4744-a629-56dbd1deb091,Chewie Dental,CG3531YP08,38.17,2,treat,dog
6/9/2020,T9R-4351-7365-6638,5a600023-8e63-4a23-a477-5b232afd0e4a,Yum Fish-Dish,GZCJZ3ET04,30.63,3,food,cat
6/9/2020,T9R-4351-7365-6638,5a600023-8e63-4a23-a477-5b232afd0e4a,Purr Mix,O5FYJLBE0H,24.53,1,food,cat
6/9/2020,T9R-4351-7365-6638,5a600023-8e63-4a23-a477-5b232afd0e4a,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
6/9/2020,T9R-4351-7365-6638,5a600023-8e63-4a23-a477-5b232afd0e4a,Chomp-a Plush,3HDX5H4WTM,39.24,1,toy,dog
6/9/2020,T9R-4351-7365-6638,5a600023-8e63-4a23-a477-5b232afd0e4a,Whole Chemistry Recipe,6K4AUUS730,18.53,2,food,dog
7/29/2021,73O-4505-5160-5973,2de28313-a261-425a-88c5-bac36398a85e,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
8/3/2019,GIG-9239-0289-0491,0ef1118e-5f2c-4d70-9a74-2cb5e806cae9,Cat Cave,058G0P7V60,29.66,3,bedding,cat
1/12/2021,FU0-6528-9958-2172,e2f6be1c-57ba-48b8-b2a6-3e28cc545850,Scratchy Post,MPH6SCD7UT,26.95,1,toy,cat
1/12/2021,FU0-6528-9958-2172,e2f6be1c-57ba-48b8-b2a6-3e28cc545850,New Dish,NYW2F6CPBY,17.16,3,food,dog
1/12/2021,FU0-6528-9958-2172,e2f6be1c-57ba-48b8-b2a6-3e28cc545850,Snack-em Fish,ORGRBTIKZR,15.34,2,treat,cat
12/28/2019,4RR-9085-8833-0623,0686c6c0-92ea-477b-9b78-9a466ba4d256,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
12/28/2019,4RR-9085-8833-0623,0686c6c0-92ea-477b-9b78-9a466ba4d256,Yum Fish-Dish,GZCJZ3ET04,30.63,1,food,cat
12/28/2019,4RR-9085-8833-0623,0686c6c0-92ea-477b-9b78-9a466ba4d256,Kitty Climber,W86BRJ9SSG,39.32,1,toy,cat
11/4/2019,HOA-3275-5692-8584,87d7c49b-74fc-4106-9a66-c2cfcd171a35,Tuna Tasties,A8SU9C4GLF,14.53,1,treat,cat
11/4/2019,HOA-3275-5692-8584,87d7c49b-74fc-4106-9a66-c2cfcd171a35,Purrfect Puree,28LQOI0LSK,19.96,3,treat,cat
11/4/2019,HOA-3275-5692-8584,87d7c49b-74fc-4106-9a66-c2cfcd171a35,Snoozer Hammock,V4B4RNS3ZP,34.38,1,bedding,cat
12/25/2019,83B-1901-2594-9570,8aaa9842-2649-443e-9ec5-128723b73883,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
12/25/2019,83B-1901-2594-9570,8aaa9842-2649-443e-9ec5-128723b73883,Reddy Beddy,DJWE1V9LZK,23.07,3,bedding,dog
6/3/2021,1G4-5471-4062-2379,9c4009e0-bb7a-42d8-b7dd-31d151d6fc34,Cat Cave,058G0P7V60,29.66,1,bedding,cat
6/3/2021,1G4-5471-4062-2379,9c4009e0-bb7a-42d8-b7dd-31d151d6fc34,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
6/3/2021,1G4-5471-4062-2379,9c4009e0-bb7a-42d8-b7dd-31d151d6fc34,All Veggie Yummies,OWFPW3WZHG,25.48,3,treat,dog
6/3/2021,1G4-5471-4062-2379,9c4009e0-bb7a-42d8-b7dd-31d151d6fc34,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
6/3/2021,1G4-5471-4062-2379,9c4009e0-bb7a-42d8-b7dd-31d151d6fc34,Purrfect Puree,28LQOI0LSK,19.96,2,treat,cat
5/19/2020,PAI-1150-0492-9417,7d3dd886-f603-4001-b5e9-c7abde57dc91,Chewie Dental,CG3531YP08,38.17,2,treat,dog
5/19/2020,PAI-1150-0492-9417,7d3dd886-f603-4001-b5e9-c7abde57dc91,Foozy Mouse,8PYSMLYINS,10.8,1,toy,cat
5/19/2020,PAI-1150-0492-9417,7d3dd886-f603-4001-b5e9-c7abde57dc91,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
5/19/2020,PAI-1150-0492-9417,7d3dd886-f603-4001-b5e9-c7abde57dc91,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
5/19/2020,PAI-1150-0492-9417,7d3dd886-f603-4001-b5e9-c7abde57dc91,Chomp-a Plush,3HDX5H4WTM,39.24,3,toy,dog
9/14/2020,52K-9641-5618-0755,95619813-79b4-4654-bace-297f08179814,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
9/14/2020,52K-9641-5618-0755,95619813-79b4-4654-bace-297f08179814,New Dish,NYW2F6CPBY,17.16,3,food,dog
9/14/2020,52K-9641-5618-0755,95619813-79b4-4654-bace-297f08179814,Tug-a-Back,IZBHF5KR79,21.82,3,toy,dog
9/14/2020,52K-9641-5618-0755,95619813-79b4-4654-bace-297f08179814,Reddy Beddy,I2GQUNYDXW,36.3,3,bedding,dog
11/20/2020,QDG-3796-3563-0435,1c0f3803-72cf-41e1-8850-ec01e2fd8361,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
11/20/2020,QDG-3796-3563-0435,1c0f3803-72cf-41e1-8850-ec01e2fd8361,Chewie Dental,CG3531YP08,38.17,1,treat,dog
11/20/2020,QDG-3796-3563-0435,1c0f3803-72cf-41e1-8850-ec01e2fd8361,Chomp-a Plush,3HDX5H4WTM,39.24,2,toy,dog
11/20/2020,QDG-3796-3563-0435,1c0f3803-72cf-41e1-8850-ec01e2fd8361,Feline Fix Mix,RKAPY3I1TP,39.55,1,treat,cat
7/28/2019,WT3-1797-7620-8463,1db8e277-aefa-4ee7-bb04-f909ce4bae0c,Whole Chemistry Recipe,6K4AUUS730,18.53,1,food,dog
8/19/2019,BNX-1342-1538-6070,49084301-a7a4-45fd-b895-cc417bb87702,Snoozer Hammock,V4B4RNS3ZP,34.38,3,bedding,cat
8/19/2019,BNX-1342-1538-6070,49084301-a7a4-45fd-b895-cc417bb87702,Whole Chemistry Recipe,6K4AUUS730,18.53,2,food,dog
2/8/2020,7EP-5239-1645-7690,7685ca08-371c-466e-876d-84bed780b299,Yum Fish-Dish,GZCJZ3ET04,30.63,2,food,cat
2/8/2020,7EP-5239-1645-7690,7685ca08-371c-466e-876d-84bed780b299,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
2/8/2020,7EP-5239-1645-7690,7685ca08-371c-466e-876d-84bed780b299,Foozy Mouse,8PYSMLYINS,10.8,1,toy,cat
2/8/2020,7EP-5239-1645-7690,7685ca08-371c-466e-876d-84bed780b299,Purr Mix,O5FYJLBE0H,24.53,1,food,cat
2/8/2020,7EP-5239-1645-7690,7685ca08-371c-466e-876d-84bed780b299,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
9/27/2020,PG4-9087-3756-0112,3f817a4e-6a3e-471c-b749-4294fbeb69f2,Cat Cave,058G0P7V60,29.66,3,bedding,cat
9/27/2020,PG4-9087-3756-0112,3f817a4e-6a3e-471c-b749-4294fbeb69f2,Whole Chemistry Recipe,6K4AUUS730,18.53,1,food,dog
9/27/2020,PG4-9087-3756-0112,3f817a4e-6a3e-471c-b749-4294fbeb69f2,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
9/27/2020,PG4-9087-3756-0112,3f817a4e-6a3e-471c-b749-4294fbeb69f2,All Veggie Yummies,OWFPW3WZHG,25.48,2,treat,dog
7/26/2021,W65-9827-2136-6680,bddb4991-fd48-4fa6-afff-ebd0c3c8cf5f,Snoozer Essentails,GABWVMEL2R,28.04,1,bedding,dog
8/27/2020,JU8-6095-9547-1038,f0d2e515-01fe-4da8-b75a-7b992694e05b,Feline Fix Mix,RKAPY3I1TP,39.55,1,treat,cat
